bill_id,category_ids,category_labels,bill_type,bill_category,reason
hr2180-115,,,,,"The bill regulates the TRICARE health care program for members of the Armed Forces and their dependents, which is a government-administered benefit system, not a private employer obligation under ERISA or other wage/hour statutes."
hr4902-115,,,,,"The bill authorizes federal loans for state water infrastructure projects and does not impose any obligations on private employers regarding wages, hours, or employee benefits."
s1396-116,,,,,"The bill modifies the definition of municipal solid waste for the purpose of the renewable energy production tax credit, which is a general tax incentive for energy generation and does not regulate private employer wage, hour, or benefit obligations."
hr1247-112,,,,,"The bill reduces appropriations for Department of Defense studies and evaluations, which involves government spending rather than regulating private employer wage, hour, or benefit obligations."
hr386-112,,,,,"The bill addresses criminal penalties for aiming laser pointers at aircraft, which is a matter of aviation safety and law enforcement, not private employer wage, hour, or benefit obligations."
hr2170-113,,,,,"The bill establishes a grant program for foreign language education in public schools and higher education institutions, which does not involve private employer wage, hour, or benefit obligations."
s2838-113,,,,,"The bill concerns tariff adjustments and the establishment of a research fund for the textile industry, which are trade and manufacturing policy issues unrelated to private employer wage, hour, or benefit obligations."
s1140-113,,,,,"The bill extends funding for land conservation projects and assistance to private landowners under the Highlands Conservation Act, which relates to environmental policy and natural resource management rather than private employer wage, hour, or benefit obligations."
hr2608-113,,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations."
hr5590-112,,,,,"The bill suspends duties on a specific chemical product (Disperse Blue 359) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
s3431-111,,,,,"The bill regulates the conduct and ethics of federal government employees within the Minerals Management Service, not private non-governmental employers; therefore, it does not involve private employer wage, hour, or benefit obligations."
s1339-112,,,,,"The bill concerns federal agency reporting on public participation in rulemaking and does not regulate private employer wage, hour, or benefit obligations."
hr4124-114,,,,,"The bill addresses retirement pay eligibility for National Guard members, which is a government-administered military benefit under Title 10, not a private employer obligation under ERISA or other wage/hour statutes."
s3097-115,,,,,"The bill directs the Treasury to report on tax compliance regarding non-employer business income and does not impose obligations on private employers regarding wages, hours, or benefits."
