bill_id,category_ids,category_labels,reason
s243-112,,,"The bill focuses on Department of Defense reintegration programs for military personnel and their families, which involves government-administered services rather than private employer wage, hour, or benefit obligations."
hr27-113,,,"The bill addresses Medicare procurement rules for durable medical equipment suppliers and clinical laboratories, which involves government contracting and healthcare administration rather than private employer wage, hour, or employee benefit obligations."
hr2190-112,,,"The bill regulates drug manufacturer rebates to the federal government under Medicare and Medicaid, which does not involve private employer obligations regarding wages, hours, or employee benefit plans."
hr6151-114,,,"The bill addresses VA-administered educational assistance and housing stipends for veterans, which are government benefits rather than private employer wage, hour, or benefit obligations."
hr4919-113,,,"The bill designates a USPS facility name in honor of military personnel and does not regulate private employer wage, hour, or benefit obligations."
s615-115,,,"The bill focuses on federal student aid authorization and accreditation for higher education institutions, which does not involve private employer wage, hour, or benefit obligations such as those covered by the FLSA, ERISA, or FMLA."
hr2904-112,,,"The bill focuses on modernizing federal emergency alert systems under FEMA and does not address private employer obligations regarding wages, hours, or employee benefits."
hr3014-114,,,"The bill regulates the transportation of controlled substances by physicians under the Controlled Substances Act and does not address private employer wage, hour, or benefit obligations."
s2005-116,,,"The bill establishes a nonprofit foundation to channel private investment into energy technology commercialization and does not regulate private employer wage, hour, or benefit obligations."
hr607-112,,,"The bill focuses on allocating electromagnetic spectrum for public safety communications and establishing broadband networks for first responders, which does not involve private employer wage, hour, or benefit obligations."
