bill_id,category_id,category_label,reason
s3046-106,19,Corporate bankruptcy: employee and retiree protections,"The bill focuses heavily on bankruptcy proceedings, specifically addressing employee and retiree protections through provisions related to dismissing cases based on criminal convictions (violence or drug trafficking) and considering expenses for care of family members, indicating a concern for those impacted by bankruptcy."
s1958-108,7,SOX / PCAOB / audit firm oversight,"The bill focuses on auditing, disclosure requirements, penalties for fraud, and oversight of mutual funds, all of which fall under the purview of the Sarbanes-Oxley Act, the PCAOB, and regulation of public company auditors."
hr6488-114,7,SOX / PCAOB / audit firm oversight,"The bill focuses on accounting methods, audit-like internal controls for disclosure, and SEC oversight of financial reporting by municipal issuers, all of which fall under the purview of SOX, PCAOB, and audit firm oversight."
s1513-114,4,Money laundering / financial crime strategy,"The bill focuses on preventing waste, fraud, and abuse of grant funds and prohibits organizations with offshore accounts from receiving funding, which directly relates to financial crime strategy and anti-money laundering efforts."
hr5143-103,12,Data breach / identity theft / financial privacy,"The bill concerns the disclosure of consumer financial information to the FBI, which implicates financial data privacy protections for consumers, even though it's for counterintelligence purposes."
hr1841-114,6,Dodd-Frank reform / implementation,"The bill directly amends a provision of the Bank Holding Company Act, which was significantly impacted by the Dodd-Frank Act, making it a Dodd-Frank reform/implementation issue."
s331-111,4,Money laundering / financial crime strategy,"The bill focuses on increasing law enforcement personnel to investigate and prosecute financial fraud, directly relating to financial crime strategy and enforcement."
hr807-111,3,Executive compensation at financial firms / TARP,"The bill directly addresses executive compensation at firms receiving TARP funds by mandating a public database of their executive pay, aligning with the focus of category 3."
hr3764-107,7,SOX / PCAOB / audit firm oversight,"The bill focuses on SEC financial statement reviews and implements fee relief related to investor and capital markets, which directly relates to the Sarbanes-Oxley Act's goals of improving corporate financial reporting and audit quality."
s2953-115,15,Crowdfunding and small-issuer capital formation,"The bill focuses on expanding access to capital for small businesses, specifically those in rural areas, which aligns with the goals of crowdfunding and small-issuer capital formation legislation like the JOBS Act."
s337-104,6,Dodd-Frank reform / implementation,"The bill aims to enhance competition in the financial services sector through deregulation and changes to holding company regulations, which directly relates to reforming the financial landscape established by the Dodd-Frank Act and its implementation."
hr2986-104,4,Money laundering / financial crime strategy,"The bill focuses on criminal penalties for counterfeiting financial instruments and forfeiture of related devices, directly addressing financial crime and enforcement, which aligns with the scope of anti-money laundering and financial crime strategy."
s2746-111,1,"Systemic risk / FSOC / ""too big to fail""","The bill directly addresses the concept of 'Too Big To Fail' and proposes breaking up large financial entities to eliminate systemic risk, which falls squarely within the scope of legislation concerning systemic risk and the FSOC."
